OGID	MCHA	HSAN	BMAS	BPEL	BLOR	BDAR	numSequences	numSpecies
OG0001023.1	XP_022135338.1_MCHA	"HSAN10441_HSAN,HSAN17330_HSAN,HSAN19353_HSAN"	"Bma003132.1_BMAS,Bma003083.1_BMAS,Bma000874.1_BMAS,Bma018610.1_BMAS"	"Bpe025076_BPEL,Bpe009622.1_BPEL,Bpe014900.1_BPEL"		Bda016158.1_BDAR	12	5
OG0001098.1		"HSAN25565_HSAN,HSAN19417_HSAN,HSAN10184_HSAN"	"Bma021720.1_BMAS,Bma007162.1_BMAS"	"Bpe017907.1_BPEL,Bpe021075.1_BPEL"	"BLOR10673_BLOR,BLOR11265_BLOR"	"Bda029130.1_BDAR,Bda029129.1_BDAR,Bda023037.1_BDAR"	12	5
OG0001116.0	"XP_022140678.1_MCHA,XP_022140618.1_MCHA"	"HSAN25147_HSAN,HSAN04957_HSAN"	Bma016193.1_BMAS	"Bpe014068.1_BPEL,Bpe021420.1_BPEL,Bpe005880.1_BPEL"	"BLOR02535_BLOR,BLOR05365_BLOR,BLOR02531_BLOR,BLOR02532_BLOR"		12	5
OG0001124.1	"XP_022157468.1_MCHA,XP_022151465.1_MCHA,XP_022157995.1_MCHA,XP_022157242.1_MCHA,XP_022153202.1_MCHA"	"HSAN06432_HSAN,HSAN10070_HSAN"	Bma005144.1_BMAS	"Bpe008877.1_BPEL,Bpe016153.1_BPEL"		"Bda020985.1_BDAR,Bda018117.1_BDAR"	12	5
OG0001305.1	"XP_022158625.1_MCHA,XP_022148797.1_MCHA"		"Bma021668.1_BMAS,Bma021664.1_BMAS,Bma021669.1_BMAS"	"Bpe017876.1_BPEL,Bpe017877.1_BPEL"	"BLOR10644_BLOR,BLOR10654_BLOR,BLOR10642_BLOR"	"Bda032111.1_BDAR,Bda032112.1_BDAR"	12	5
OG0001311.1	"XP_022135487.1_MCHA,XP_022131330.1_MCHA"	"HSAN19670_HSAN,HSAN02257_HSAN"		"Bpe026144_BPEL,Bpe008372.1_BPEL"	BLOR06052_BLOR	"Bda034127_BDAR,Bda015006.1_BDAR,Bda014993.1_BDAR,Bda002688.1_BDAR,Bda015161.1_BDAR"	12	5
OG0001328.0	XP_022151172.1_MCHA	"HSAN07778_HSAN,HSAN23416_HSAN"	"Bma017136.1_BMAS,Bma022794.1_BMAS,Bma013143.1_BMAS"	"Bpe001540.1_BPEL,Bpe006410.1_BPEL,Bpe024720_BPEL"		"Bda027618.1_BDAR,Bda008591.1_BDAR,Bda015733.1_BDAR"	12	5
OG0001370.0	"XP_022145246.1_MCHA,XP_022145191.1_MCHA"	"HSAN09312_HSAN,HSAN25200_HSAN,HSAN00259_HSAN"	Bma024523.1_BMAS	Bpe010441.1_BPEL	"BLOR10139_BLOR,BLOR10145_BLOR,BLOR10140_BLOR,BLOR10146_BLOR,BLOR10142_BLOR"		12	5
OG0001374.0	XP_022138063.1_MCHA	"HSAN12386_HSAN,HSAN22945_HSAN,HSAN09404_HSAN"	"Bma022090.1_BMAS,Bma022095.1_BMAS,Bma022089.1_BMAS,Bma022096.1_BMAS"	"Bpe018170.1_BPEL,Bpe018171.1_BPEL"		"Bda024840.1_BDAR,Bda024841.1_BDAR"	12	5
OG0001379.0	"XP_022137599.1_MCHA,XP_022131317.1_MCHA"	"HSAN06534_HSAN,HSAN13805_HSAN"	"Bma022577.1_BMAS,Bma003519.1_BMAS"	"Bpe008095.1_BPEL,Bpe015155.1_BPEL,Bpe007935.1_BPEL"	"BLOR01692_BLOR,BLOR04709_BLOR,BLOR02931_BLOR"		12	5
OG0001412.0	XP_022146869.1_MCHA	"HSAN26457_HSAN,HSAN12760_HSAN,HSAN04277_HSAN,HSAN25849_HSAN,HSAN08994_HSAN"		Bpe016463.2_BPEL	"BLOR03190_BLOR,BLOR19900_BLOR"	"Bda026972.1_BDAR,Bda026173.1_BDAR,Bda012115.1_BDAR"	12	5
OG0001438.1	"XP_022136156.1_MCHA,XP_022146272.1_MCHA"	"HSAN25348_HSAN,HSAN18489_HSAN"	"Bma007676.1_BMAS,Bma003221.1_BMAS"	"Bpe017737.1_BPEL,Bpe021277.1_BPEL,Bpe008206.1_BPEL"		"Bda029619.1_BDAR,Bda022590.1_BDAR,Bda002511.1_BDAR"	12	5
OG0001576.1		HSAN01126_HSAN	"Bma023613.1_BMAS,Bma003123.1_BMAS,Bma018602.2_BMAS"	"Bpe008277.1_BPEL,Bpe014895.1_BPEL"	"BLOR04982_BLOR,BLOR04981_BLOR,BLOR01521_BLOR"	"Bda002593.1_BDAR,Bda016148.1_BDAR,Bda016151.1_BDAR"	12	5
OG0001767.1	"XP_022140188.1_MCHA,XP_022146596.1_MCHA"	"HSAN06733_HSAN,HSAN07750_HSAN"	"Bma025260.2_BMAS,Bma025230.1_BMAS,Bma030450_BMAS,Bma030449_BMAS"	"Bpe022529.1_BPEL,Bpe024497_BPEL"		"Bda032256.1_BDAR,Bda005899.1_BDAR"	12	5
OG0001781.0	"XP_022154691.1_MCHA,XP_022154690.1_MCHA,XP_022159547.1_MCHA"	"HSAN18566_HSAN,HSAN18567_HSAN,HSAN22347_HSAN"		Bpe010933.1_BPEL	"BLOR21787_BLOR,BLOR00532_BLOR"	"Bda007547.1_BDAR,Bda017809.1_BDAR,Bda004357.1_BDAR"	12	5
OG0001834.0	"XP_022138618.1_MCHA,XP_022138617.1_MCHA,XP_022138616.1_MCHA,XP_022138431.1_MCHA"	"HSAN10526_HSAN,HSAN04629_HSAN,HSAN24985_HSAN,HSAN11551_HSAN,HSAN09026_HSAN"	Bma011509.1_BMAS		BLOR04468_BLOR	Bda003927.1_BDAR	12	5
OG0001870.0	"XP_022154348.1_MCHA,XP_022148810.1_MCHA"	"HSAN18468_HSAN,HSAN19869_HSAN"	"Bma025040.1_BMAS,Bma011241.1_BMAS"	"Bpe022372.1_BPEL,Bpe023333.1_BPEL,Bpe004260.1_BPEL"		"Bda032420.1_BDAR,Bda030885.1_BDAR,Bda025883.1_BDAR"	12	5
OG0001946.1	XP_022157135.1_MCHA	"HSAN15470_HSAN,HSAN16141_HSAN"	"Bma008544.1_BMAS,Bma005368.1_BMAS,Bma005364.1_BMAS"	"Bpe021844.1_BPEL,Bpe005616.1_BPEL,Bpe012104.1_BPEL"	"BLOR06500_BLOR,BLOR17649_BLOR,BLOR18289_BLOR"		12	5
OG0002051.2		HSAN23284_HSAN	"Bma016495.1_BMAS,Bma016493.1_BMAS"	"Bpe016501.1_BPEL,Bpe002088.1_BPEL,Bpe002090.1_BPEL,Bpe002091.1_BPEL"	"BLOR19861_BLOR,BLOR13125_BLOR,BLOR13124_BLOR,BLOR13123_BLOR"	Bda026964.1_BDAR	12	5
OG0002119.0	"XP_022158230.1_MCHA,XP_022143624.1_MCHA"	"HSAN05142_HSAN,HSAN08162_HSAN,HSAN04849_HSAN,HSAN26892_HSAN,HSAN20445_HSAN"	"Bma013741.1_BMAS,Bma013728.1_BMAS,Bma009671.1_BMAS"	Bpe024089.1_BPEL		Bda007329.1_BDAR	12	5
OG0002159.0	XP_022147293.1_MCHA	"HSAN02447_HSAN,HSAN08421_HSAN,HSAN10630_HSAN"	"Bma021985.1_BMAS,Bma015905.1_BMAS,Bma015912.1_BMAS"	Bpe018098.1_BPEL		"Bda024927.1_BDAR,Bda024928.1_BDAR,Bda001267.1_BDAR,Bda001279.1_BDAR"	12	5
OG0002235.0	"XP_022155755.1_MCHA,XP_022147099.1_MCHA"	"HSAN06662_HSAN,HSAN21515_HSAN,HSAN00963_HSAN"		"Bpe011606.1_BPEL,Bpe014251.1_BPEL,Bpe010571.1_BPEL"	"BLOR00349_BLOR,BLOR07896_BLOR"	"Bda024445.1_BDAR,Bda005033.1_BDAR"	12	5
OG0002378.0		"HSAN09687_HSAN,HSAN22857_HSAN,HSAN03186_HSAN"	Bma010508.1_BMAS	"Bpe018458.1_BPEL,Bpe015624.1_BPEL,Bpe003742.1_BPEL"	"BLOR04235_BLOR,BLOR11985_BLOR"	"Bda024493.1_BDAR,Bda017034.1_BDAR,Bda025218.1_BDAR"	12	5
OG0002380.1		"HSAN04391_HSAN,HSAN24590_HSAN"	"Bma010523.1_BMAS,Bma026178.1_BMAS,Bma026101.1_BMAS"	"Bpe013646.1_BPEL,Bpe003715.1_BPEL,Bpe023005.1_BPEL"	"BLOR07218_BLOR,BLOR12032_BLOR,BLOR19524_BLOR"	Bda031300.1_BDAR	12	5
OG0002533.0	"XP_022141999.1_MCHA,XP_022151452.1_MCHA"	"HSAN11874_HSAN,HSAN22286_HSAN,HSAN16778_HSAN,HSAN10371_HSAN"	Bma002812.1_BMAS	"Bpe015294.1_BPEL,Bpe008534.1_BPEL"	"BLOR12518_BLOR,BLOR04561_BLOR,BLOR01251_BLOR"		12	5
OG0002745.0	"XP_022151606.1_MCHA,XP_022148244.1_MCHA,XP_022137069.1_MCHA"	"HSAN07611_HSAN,HSAN08785_HSAN"	"Bma004411.1_BMAS,Bma004473.1_BMAS,Bma010342.1_BMAS,Bma010356.1_BMAS"	"Bpe023721.1_BPEL,Bpe012596.1_BPEL"		Bda021738.1_BDAR	12	5
OG0004114.0		HSAN19298_HSAN	"Bma006484.1_BMAS,Bma006487.1_BMAS"	Bpe000732.1_BPEL	"BLOR06227_BLOR,BLOR06226_BLOR,BLOR20584_BLOR"	"Bda014820.1_BDAR,Bda014814.1_BDAR,Bda014818.1_BDAR,Bda014812.1_BDAR,Bda032027.1_BDAR"	12	5
OG0004714.0		"HSAN19634_HSAN,HSAN06633_HSAN"	"Bma015450.1_BMAS,Bma019638.1_BMAS"	"Bpe018527.1_BPEL,Bpe014642.1_BPEL,Bpe015648.1_BPEL"	"BLOR10414_BLOR,BLOR15582_BLOR"	"Bda024389.1_BDAR,Bda000877.1_BDAR,Bda017142.1_BDAR"	12	5
OG0000025.0	"XP_022136146.1_MCHA,XP_022135908.1_MCHA,XP_022136177.1_MCHA,XP_022135909.1_MCHA,XP_022135735.1_MCHA,XP_022135912.1_MCHA,XP_022135911.1_MCHA"	"HSAN18810_HSAN,HSAN09399_HSAN"	"Bma008231.2_BMAS,Bma008232.1_BMAS"	Bpe021545.1_BPEL	BLOR06793_BLOR		13	5
OG0000069.2	"XP_022143902.1_MCHA,XP_022143699.1_MCHA,XP_022143819.1_MCHA,XP_022143897.1_MCHA,XP_022143787.1_MCHA"	"HSAN09100_HSAN,HSAN25298_HSAN"	Bma002671.1_BMAS	"Bpe015364.1_BPEL,Bpe008633.1_BPEL"		"Bda016728.2_BDAR,Bda002223.1_BDAR,Bda002245.1_BDAR"	13	5
OG0000137.0	"XP_022153868.1_MCHA,XP_022153745.1_MCHA,XP_022159515.1_MCHA,XP_022153786.1_MCHA,XP_022153785.1_MCHA,XP_022153742.1_MCHA,XP_022153752.1_MCHA,XP_022153740.1_MCHA,XP_022153748.1_MCHA"	HSAN22737_HSAN		Bpe016173.1_BPEL	BLOR21351_BLOR	Bda018135.1_BDAR	13	5
OG0000145.4	"XP_022140550.1_MCHA,XP_022135965.1_MCHA,XP_022139104.1_MCHA,XP_022132758.1_MCHA,XP_022145343.1_MCHA"	"HSAN19127_HSAN,HSAN04514_HSAN,HSAN24027_HSAN,HSAN08392_HSAN"	Bma016907.1_BMAS	"Bpe024873_BPEL,Bpe001729.1_BPEL"		Bda027379.1_BDAR	13	5
OG0000181.2	"XP_022143106.1_MCHA,XP_022156722.1_MCHA,XP_022153535.1_MCHA"	"HSAN15506_HSAN,HSAN18288_HSAN"	"Bma021127.1_BMAS,Bma021126.1_BMAS,Bma031111_BMAS"	Bpe015488.1_BPEL		"Bda029714.2_BDAR,Bda013139.1_BDAR,Bda016874.1_BDAR,Bda020377.1_BDAR"	13	5
OG0000212.3	XP_022135326.1_MCHA	"HSAN05209_HSAN,HSAN01735_HSAN,HSAN17316_HSAN"	"Bma000875.1_BMAS,Bma018597.1_BMAS,Bma006122.1_BMAS,Bma000647.1_BMAS"	"Bpe009621.1_BPEL,Bpe017420.1_BPEL"	"BLOR09194_BLOR,BLOR08415_BLOR,BLOR04989_BLOR"		13	5
OG0000255.2	"XP_022152285.1_MCHA,XP_022150680.1_MCHA,XP_022150572.1_MCHA,XP_022141867.1_MCHA,XP_022141852.1_MCHA,XP_022141865.1_MCHA,XP_022141769.1_MCHA"	"HSAN15929_HSAN,HSAN15409_HSAN"		Bpe003393.1_BPEL	"BLOR12531_BLOR,BLOR04842_BLOR"	Bda016311.1_BDAR	13	5
OG0000348.0	"XP_022153751.1_MCHA,XP_022153766.1_MCHA,XP_022148710.1_MCHA,XP_022153765.1_MCHA,XP_022148734.1_MCHA,XP_022148713.1_MCHA"	"HSAN13849_HSAN,HSAN25106_HSAN"	"Bma025013.1_BMAS,Bma005736.1_BMAS"	"Bpe022357.1_BPEL,Bpe000289.2_BPEL"	BLOR20258_BLOR		13	5
OG0000411.2	"XP_022155889.1_MCHA,XP_022140697.1_MCHA"	"HSAN04525_HSAN,HSAN19098_HSAN,HSAN14000_HSAN"	"Bma028070.1_BMAS,Bma016942.1_BMAS,Bma016943.1_BMAS"	"Bpe024579_BPEL,Bpe024578_BPEL"	"BLOR13526_BLOR,BLOR05741_BLOR,BLOR13525_BLOR"		13	5
OG0000430.0		"HSAN08324_HSAN,HSAN00021_HSAN,HSAN22828_HSAN"	"Bma015958.1_BMAS,Bma015955.2_BMAS,Bma015959.1_BMAS,Bma015953.1_BMAS,Bma015957.1_BMAS,Bma015956.1_BMAS"	Bpe014291.1_BPEL	BLOR05168_BLOR	"Bda001313.1_BDAR,Bda001272.1_BDAR"	13	5
OG0000488.1	"XP_022135741.1_MCHA,XP_022138000.1_MCHA"	"HSAN18326_HSAN,HSAN00369_HSAN,HSAN04497_HSAN"	"Bma016869.1_BMAS,Bma028156.1_BMAS"	"Bpe001759.1_BPEL,Bpe005340.1_BPEL"		"Bda027337.1_BDAR,Bda027338.1_BDAR,Bda013050.1_BDAR,Bda012984.1_BDAR"	13	5
OG0000546.0	"XP_022154298.1_MCHA,XP_022158970.1_MCHA"		"Bma012503.1_BMAS,Bma012507.1_BMAS,Bma012504.1_BMAS"	"Bpe005043.2_BPEL,Bpe005045.1_BPEL,Bpe020345.1_BPEL"	"BLOR03735_BLOR,BLOR03734_BLOR"	"Bda028418.1_BDAR,Bda028421.1_BDAR,Bda028408.1_BDAR"	13	5
OG0000758.1	XP_022155578.1_MCHA	"HSAN18232_HSAN,HSAN15794_HSAN,HSAN26563_HSAN,HSAN12861_HSAN,HSAN03702_HSAN,HSAN26550_HSAN,HSAN00037_HSAN"	"Bma004058.1_BMAS,Bma004061.1_BMAS"		BLOR02410_BLOR	"Bda022016.1_BDAR,Bda022017.1_BDAR"	13	5
OG0000900.0	"XP_022159053.1_MCHA,XP_022145242.1_MCHA,XP_022145247.1_MCHA"		"Bma009025.1_BMAS,Bma011754.2_BMAS,Bma011710.2_BMAS"	"Bpe024402.1_BPEL,Bpe004597.1_BPEL"	"BLOR02036_BLOR,BLOR03278_BLOR"	"Bda010065.1_BDAR,Bda010041.1_BDAR,Bda033891_BDAR"	13	5
OG0000950.1	"XP_022143180.1_MCHA,XP_022137403.1_MCHA,XP_022135252.1_MCHA"	"HSAN04212_HSAN,HSAN20311_HSAN,HSAN20310_HSAN,HSAN23402_HSAN"	"Bma000605.1_BMAS,Bma000530.1_BMAS,Bma017120.1_BMAS"		BLOR21567_BLOR	"Bda004848.1_BDAR,Bda004152.1_BDAR"	13	5
OG0001046.0	"XP_022139828.1_MCHA,XP_022144009.1_MCHA"	"HSAN24643_HSAN,HSAN15879_HSAN"	"Bma012255.1_BMAS,Bma002049.1_BMAS,Bma004232.1_BMAS,Bma010158.1_BMAS"	Bpe024847_BPEL		"Bda001784.1_BDAR,Bda021879.1_BDAR,Bda009424.1_BDAR,Bda027917.1_BDAR"	13	5
OG0001054.0	XP_022140652.1_MCHA	"HSAN17187_HSAN,HSAN02370_HSAN,HSAN16685_HSAN,HSAN26482_HSAN,HSAN17152_HSAN,HSAN09682_HSAN,HSAN04869_HSAN"	Bma007978.1_BMAS	"Bpe014041.1_BPEL,Bpe021401.1_BPEL"		"Bda023551.1_BDAR,Bda027517.1_BDAR"	13	5
OG0001127.0	XP_022143553.1_MCHA	"HSAN13165_HSAN,HSAN10230_HSAN,HSAN17306_HSAN,HSAN19372_HSAN"	"Bma004656.1_BMAS,Bma009519.1_BMAS"	"Bpe012476.1_BPEL,Bpe024170.1_BPEL"		"Bda021579.1_BDAR,Bda010372.1_BDAR,Bda002604.1_BDAR,Bda002700.1_BDAR"	13	5
OG0001295.1		"HSAN17629_HSAN,HSAN09760_HSAN,HSAN23746_HSAN,HSAN15994_HSAN"	"Bma024975.1_BMAS,Bma005702.1_BMAS,Bma020488.1_BMAS"	"Bpe022309.1_BPEL,Bpe016233.1_BPEL"	BLOR21399_BLOR	"Bda032488.1_BDAR,Bda006124.1_BDAR,Bda018208.1_BDAR"	13	5
OG0001730.0	XP_022149511.1_MCHA	"HSAN07919_HSAN,HSAN24477_HSAN,HSAN17916_HSAN,HSAN04911_HSAN"	"Bma029232.1_BMAS,Bma029239.1_BMAS,Bma029237.1_BMAS,Bma017459.1_BMAS,Bma023204.1_BMAS"	Bpe019724.1_BPEL	"BLOR13930_BLOR,BLOR17036_BLOR"		13	5
OG0001845.0	XP_022133905.1_MCHA	"HSAN26035_HSAN,HSAN22550_HSAN,HSAN21525_HSAN,HSAN26030_HSAN"	"Bma028616.1_BMAS,Bma028612.2_BMAS"	"Bpe016368.1_BPEL,Bpe025709_BPEL"	"BLOR19996_BLOR,BLOR19992_BLOR,BLOR12959_BLOR,BLOR12960_BLOR"		13	5
OG0002057.0	"XP_022145012.1_MCHA,XP_022156293.1_MCHA,XP_022144820.1_MCHA,XP_022159196.1_MCHA"	"HSAN12060_HSAN,HSAN00302_HSAN,HSAN11250_HSAN"	"Bma024062.1_BMAS,Bma024057.1_BMAS"		BLOR21682_BLOR	"Bda004760.1_BDAR,Bda004761.1_BDAR,Bda004719.1_BDAR"	13	5
OG0002561.1	XP_022154273.1_MCHA	"HSAN22721_HSAN,HSAN02043_HSAN,HSAN08117_HSAN,HSAN23817_HSAN,HSAN20389_HSAN"	"Bma020434.1_BMAS,Bma003902.1_BMAS,Bma003819.1_BMAS"	"Bpe016190.2_BPEL,Bpe013033.1_BPEL"		"Bda018158.1_BDAR,Bda022234.1_BDAR"	13	5
OG0002593.0		"HSAN25976_HSAN,HSAN01523_HSAN,HSAN12010_HSAN,HSAN26432_HSAN"	"Bma028549.1_BMAS,Bma016410.1_BMAS,Bma016558.1_BMAS"	"Bpe016429.2_BPEL,Bpe002178.1_BPEL"	BLOR13178_BLOR	"Bda012150.1_BDAR,Bda026877.1_BDAR,Bda027023.1_BDAR"	13	5
OG0002746.1		"HSAN16295_HSAN,HSAN15586_HSAN"	"Bma030366_BMAS,Bma010602.1_BMAS"	"Bpe023764.1_BPEL,Bpe003778.1_BPEL"	"BLOR02691_BLOR,BLOR18773_BLOR,BLOR11937_BLOR,BLOR11936_BLOR"	"Bda009570.1_BDAR,Bda021777.1_BDAR,Bda025275.1_BDAR"	13	5
OG0002856.0		"HSAN21317_HSAN,HSAN09817_HSAN,HSAN17178_HSAN,HSAN12961_HSAN"	"Bma014071.1_BMAS,Bma005978.1_BMAS"	"Bpe025569_BPEL,Bpe008426.1_BPEL,Bpe000494.1_BPEL"	"BLOR14795_BLOR,BLOR01362_BLOR"	"Bda015989.1_BDAR,Bda032915_BDAR"	13	5
OG0003881.0		"HSAN12454_HSAN,HSAN25447_HSAN,HSAN24737_HSAN,HSAN10896_HSAN"	Bma012096.1_BMAS	"Bpe004757.1_BPEL,Bpe009289.1_BPEL,Bpe006803.1_BPEL"	"BLOR17900_BLOR,BLOR16211_BLOR"	"Bda026534.1_BDAR,Bda003420.1_BDAR,Bda000588.1_BDAR"	13	5
OG0004721.0		HSAN00053_HSAN	"Bma030472_BMAS,Bma030471_BMAS,Bma030474_BMAS"	"Bpe013486.1_BPEL,Bpe011455.1_BPEL"	"BLOR09767_BLOR,BLOR09731_BLOR"	"Bda017625.1_BDAR,Bda022461.1_BDAR,Bda019983.1_BDAR,Bda010537.1_BDAR,Bda013944.1_BDAR"	13	5
OG0004944.0		"HSAN02031_HSAN,HSAN08120_HSAN,HSAN25801_HSAN"	"Bma022511.1_BMAS,Bma003829.1_BMAS,Bma020436.1_BMAS"	"Bpe015227.1_BPEL,Bpe013015.1_BPEL,Bpe016193.1_BPEL"	BLOR04604_BLOR	"Bda016566.1_BDAR,Bda022213.1_BDAR,Bda018163.1_BDAR"	13	5
OG0012192.0		"HSAN19960_HSAN,HSAN19963_HSAN,HSAN19962_HSAN,HSAN14560_HSAN,HSAN03982_HSAN,HSAN14558_HSAN,HSAN14559_HSAN,HSAN14562_HSAN,HSAN14563_HSAN"	Bma018526.1_BMAS	Bpe014788.1_BPEL	BLOR01396_BLOR	Bda002791.1_BDAR	13	5
OG0000024.7	"XP_022144149.1_MCHA,XP_022151524.1_MCHA,XP_022136985.1_MCHA,XP_022153267.1_MCHA,XP_022159568.1_MCHA"	"HSAN21679_HSAN,HSAN26129_HSAN,HSAN08810_HSAN,HSAN19162_HSAN"	"Bma026858.1_BMAS,Bma018701.1_BMAS"	"Bpe023510.1_BPEL,Bpe020924.1_BPEL"	BLOR11396_BLOR		14	5
OG0000038.0		HSAN14186_HSAN	"Bma026170.1_BMAS,Bma026173.1_BMAS"	"Bpe022996.1_BPEL,Bpe023007.1_BPEL,Bpe023158.1_BPEL"	BLOR09508_BLOR	"Bda031342.1_BDAR,Bda031319.1_BDAR,Bda031315.3_BDAR,Bda031326.1_BDAR,Bda031088.1_BDAR,Bda031091.1_BDAR,Bda031093.1_BDAR"	14	5
OG0000113.1	XP_022145732.1_MCHA	HSAN13046_HSAN	"Bma020039.1_BMAS,Bma020031.1_BMAS,Bma020076.1_BMAS,Bma020052.1_BMAS,Bma020041.1_BMAS,Bma020036.1_BMAS"	"Bpe015940.1_BPEL,Bpe025683_BPEL,Bpe015957.1_BPEL"		"Bda017821.1_BDAR,Bda017849.1_BDAR,Bda017825.2_BDAR"	14	5
OG0000168.0	XP_022152586.1_MCHA	"HSAN25377_HSAN,HSAN04840_HSAN,HSAN14065_HSAN,HSAN05245_HSAN"	"Bma008814.1_BMAS,Bma010743.1_BMAS"	"Bpe003485.1_BPEL,Bpe000038.1_BPEL,Bpe003927.1_BPEL"		"Bda021514.2_BDAR,Bda009858.1_BDAR,Bda006352.1_BDAR,Bda025467.1_BDAR"	14	5
OG0000208.0	"XP_022157619.1_MCHA,XP_022157640.1_MCHA,XP_022157641.1_MCHA"	"HSAN16227_HSAN,HSAN08237_HSAN,HSAN06540_HSAN"	"Bma014221.1_BMAS,Bma014225.1_BMAS"		"BLOR16906_BLOR,BLOR15782_BLOR,BLOR04705_BLOR"	"Bda016489.1_BDAR,Bda012500.1_BDAR,Bda006661.1_BDAR"	14	5
OG0000256.0	"XP_022134395.1_MCHA,XP_022137063.1_MCHA,XP_022137531.1_MCHA"	"HSAN12577_HSAN,HSAN00303_HSAN"	"Bma000545.1_BMAS,Bma009293.1_BMAS"	Bpe024152.1_BPEL	"BLOR08855_BLOR,BLOR08852_BLOR,BLOR08862_BLOR,BLOR08863_BLOR,BLOR08857_BLOR,BLOR08864_BLOR"		14	5
OG0000415.1	"XP_022135678.1_MCHA,XP_022135675.1_MCHA"	"HSAN06005_HSAN,HSAN16361_HSAN,HSAN13394_HSAN"	"Bma004233.1_BMAS,Bma010162.1_BMAS"	"Bpe023856.1_BPEL,Bpe005468.2_BPEL,Bpe023263.1_BPEL,Bpe025393_BPEL"		"Bda030969.1_BDAR,Bda021878.1_BDAR,Bda009428.1_BDAR"	14	5
OG0000506.1	"XP_022144083.1_MCHA,XP_022145534.1_MCHA"		"Bma011549.1_BMAS,Bma020192.1_BMAS,Bma020178.1_BMAS,Bma003985.1_BMAS,Bma003910.1_BMAS"	"Bpe015996.1_BPEL,Bpe012892.1_BPEL"	"BLOR19047_BLOR,BLOR03193_BLOR"	"Bda033665_BDAR,Bda026175.1_BDAR,Bda017902.1_BDAR"	14	5
OG0000606.1	"XP_022141372.1_MCHA,XP_022146311.1_MCHA"	"HSAN21378_HSAN,HSAN10834_HSAN,HSAN24962_HSAN,HSAN06023_HSAN,HSAN14545_HSAN"	"Bma015023.1_BMAS,Bma024222.1_BMAS"	"Bpe006726.1_BPEL,Bpe010693.1_BPEL,Bpe021927.1_BPEL"	"BLOR08010_BLOR,BLOR06413_BLOR"		14	5
OG0000704.0	"XP_022156668.1_MCHA,XP_022159533.1_MCHA,XP_022156674.1_MCHA"	"HSAN19581_HSAN,HSAN05317_HSAN,HSAN05315_HSAN,HSAN05319_HSAN,HSAN05314_HSAN,HSAN05316_HSAN"	"Bma021914.1_BMAS,Bma011021.1_BMAS"	"Bpe018051.1_BPEL,Bpe004038.1_BPEL"		Bda024982.1_BDAR	14	5
OG0000753.1	XP_022140637.1_MCHA	"HSAN20468_HSAN,HSAN01409_HSAN,HSAN20905_HSAN,HSAN11107_HSAN"	Bma008137.1_BMAS	"Bpe025508_BPEL,Bpe023913.1_BPEL,Bpe021489.1_BPEL"		"Bda032866_BDAR,Bda001524.1_BDAR,Bda009345.1_BDAR,Bda009349.1_BDAR,Bda023639.1_BDAR"	14	5
OG0000842.1	"XP_022151162.1_MCHA,XP_022137203.1_MCHA,XP_022134198.1_MCHA"	"HSAN22561_HSAN,HSAN19539_HSAN,HSAN24052_HSAN"	"Bma012553.1_BMAS,Bma012535.1_BMAS,Bma013176.1_BMAS,Bma012190.1_BMAS"	"Bpe005079.1_BPEL,Bpe003134.1_BPEL"		"Bda028462.1_BDAR,Bda027993.1_BDAR"	14	5
OG0000920.1		"HSAN00174_HSAN,HSAN18538_HSAN"	"Bma001933.1_BMAS,Bma004142.1_BMAS,Bma006674.1_BMAS"	"Bpe008826.1_BPEL,Bpe012765.1_BPEL,Bpe000826.1_BPEL"	"BLOR00936_BLOR,BLOR18901_BLOR,BLOR06177_BLOR"	"Bda021953.1_BDAR,Bda014668.1_BDAR,Bda014677.1_BDAR"	14	5
OG0001420.1	"XP_022158070.1_MCHA,XP_022158068.1_MCHA,XP_022147501.1_MCHA,XP_022138815.1_MCHA"		"Bma009196.1_BMAS,Bma030713_BMAS,Bma031335_BMAS"	"Bpe024356.1_BPEL,Bpe004653.1_BPEL"	"BLOR02104_BLOR,BLOR18176_BLOR"	"Bda010104.1_BDAR,Bda033895_BDAR,Bda005355.1_BDAR"	14	5
OG0001778.1		"HSAN24698_HSAN,HSAN05833_HSAN,HSAN19002_HSAN,HSAN20768_HSAN,HSAN21460_HSAN"	"Bma024214.1_BMAS,Bma013004.1_BMAS"	"Bpe009243.1_BPEL,Bpe010702.1_BPEL,Bpe004927.1_BPEL,Bpe003295.1_BPEL"	BLOR17604_BLOR	"Bda003355.1_BDAR,Bda005056.1_BDAR"	14	5
OG0002619.0		"HSAN03146_HSAN,HSAN16722_HSAN,HSAN08831_HSAN,HSAN09591_HSAN"	Bma029066.1_BMAS	"Bpe006191.1_BPEL,Bpe002490.1_BPEL,Bpe019654.1_BPEL"	"BLOR07628_BLOR,BLOR16856_BLOR"	"Bda029454.1_BDAR,Bda008009.1_BDAR,Bda018856.1_BDAR,Bda018857.1_BDAR"	14	5
OG0007197.0		"HSAN20570_HSAN,HSAN20569_HSAN,HSAN25873_HSAN"	Bma002496.1_BMAS	"Bpe015433.1_BPEL,Bpe008732.1_BPEL,Bpe020651.1_BPEL,Bpe008733.1_BPEL,Bpe008730.1_BPEL"	BLOR04252_BLOR	"Bda016801.1_BDAR,Bda002067.1_BDAR,Bda002308.1_BDAR,Bda018190.1_BDAR"	14	5
